layer,linear_p,linear_q_bh,linear_r,linear_r2,linear_significant_q05,linear_slope_per_deg,metric,model,spearman_p,spearman_q_bh,spearman_rho,spearman_significant_q05
33,5.3645520355543626e-05,5.3645520355543626e-05,0.4356699254841225,0.18980828397134084,True,853.4954567825521,vector_response_norm,IT,3.3927169066942225e-05,3.3927169066942225e-05,0.44591851848619873,True
0,6.200260381699276e-08,6.388147059932586e-08,0.5610292830409266,0.3147538564294161,True,2.5638655208319356,abs_rms_delta,IT,1.6002930116850412e-07,1.6487867393118605e-07,0.5462023398109919,True
1,5.640885597060583e-08,5.993440946876869e-08,0.5624689946549991,0.3163713699482054,True,2.9410382325888755,abs_rms_delta,IT,1.2891316859934094e-07,1.3697024163679976e-07,0.5496472039023016,True
2,2.175728775433854e-08,2.64195637016968e-08,0.576604708693168,0.33247299008713316,True,4.247250599568395,abs_rms_delta,IT,4.908288364263365e-08,5.383284012417884e-08,0.5645749482979769,True
3,2.5332996652732964e-08,2.8710729539764024e-08,0.5743911219060622,0.32992516092450486,True,5.446160353264144,abs_rms_delta,IT,3.2570356135156476e-08,3.691307028651067e-08,0.5706991511269719,True
4,2.3293768852574705e-08,2.730993589612207e-08,0.5756140292651428,0.3313315106868527,True,11.218950816558845,abs_rms_delta,IT,1.82777178512758e-08,2.3016385442347303e-08,0.57911993001684,True
5,1.9629724236661713e-08,2.566963938640378e-08,0.5780925035081294,0.33419094261229654,True,16.10846665254709,abs_rms_delta,IT,9.291112419328727e-09,1.2635912890287068e-08,0.5886889969371448,True
6,4.055943625288836e-08,4.448454298703885e-08,0.5674387974629795,0.32198678886623233,True,18.45371543996159,abs_rms_delta,IT,3.1737311779474054e-08,3.691307028651067e-08,0.5710819138037841,True
7,2.1173350842733282e-08,2.64195637016968e-08,0.5769987686843854,0.33292757906329684,True,22.54993338044295,abs_rms_delta,IT,9.291112419328727e-09,1.2635912890287068e-08,0.5886889969371448,True
8,9.353558548141312e-09,1.3250874609866857e-08,0.5885957631878326,0.3464449724426671,True,24.16628202254415,abs_rms_delta,IT,1.0656149451274143e-08,1.3934964667050801e-08,0.5867751835530838,True
9,1.3618211903516189e-08,1.8520768188782018e-08,0.5833196508867289,0.34026181511061526,True,29.608529373858428,abs_rms_delta,IT,1.9794884199605702e-08,2.403664509952121e-08,0.5779716419864035,True
10,2.2893555818011864e-09,4.096741567433702e-09,0.6075611119400709,0.3691305047418554,True,30.641046536413228,abs_rms_delta,IT,3.5710209344915996e-09,5.781652941557829e-09,0.6017029279487591,True
11,1.3383226106640916e-09,2.6766452213281833e-09,0.6144799043607118,0.3775855528631495,True,35.66734771951849,abs_rms_delta,IT,1.6689525688415098e-09,2.9865467021374384e-09,0.6116547575458762,True
12,3.864604125518608e-09,5.9725700121651205e-09,0.6006493450430737,0.36077963570067334,True,38.68626829065928,abs_rms_delta,IT,5.63011652942424e-09,8.322780956540181e-09,0.5955787251197642,True
13,4.261695179328556e-09,6.299897221616127e-09,0.5993397493618473,0.35920813516512196,True,41.97085499397282,abs_rms_delta,IT,3.782126393087536e-09,5.845104425680738e-09,0.6009374025951347,True
14,2.8674421042390827e-09,4.642525311625181e-09,0.6046091712333473,0.3655522499394751,True,47.44046059958106,abs_rms_delta,IT,2.6735085531195414e-09,4.54496454030322e-09,0.6055305547168811,True
15,2.5639890511837303e-09,4.358781387012341e-09,0.6060794891003944,0.3673323471081951,True,47.52706459953555,abs_rms_delta,IT,1.4811497595419104e-09,2.7977273235791643e-09,0.6131858082531247,True
16,2.05099170894834e-09,3.874095450235753e-09,0.6089917164129469,0.37087091065958716,True,45.82813321882616,abs_rms_delta,IT,9.41204271633841e-10,1.882408543267682e-09,0.6189272484053077,True
17,1.0383812582986592e-09,2.2065601738846507e-09,0.617692830171664,0.38154443244548014,True,48.30744173790173,abs_rms_delta,IT,4.3299751195550463e-10,9.201197129054474e-10,0.6284963153256123,True
18,4.566357648930931e-10,1.035041067091011e-09,0.627851507004676,0.39419751484804266,True,48.02510201942599,abs_rms_delta,IT,2.4348153274008744e-10,5.913122937973552e-10,0.6353860435082316,True
19,3.0374041127116996e-10,8.605978319349816e-10,0.6327597440923487,0.4003848937438146,True,47.86848992971295,abs_rms_delta,IT,2.208966675268725e-10,5.777297458395127e-10,0.6365343315386682,True
20,1.6497808591895044e-10,5.09932265567665e-10,0.6399489690248694,0.40953468295599327,True,47.288739344363016,abs_rms_delta,IT,1.1811349146771258e-10,3.650780645365662e-10,0.6438068223980998,True
21,3.625511670266678e-10,9.48210744531285e-10,0.6306396345204597,0.39770634862809895,True,47.637254677901,abs_rms_delta,IT,2.6826730428129863e-10,6.080725563709436e-10,0.6342377554777952,True
22,3.9512710918752775e-10,9.59594408026853e-10,0.6296031186894453,0.39640008706347574,True,46.339899588399845,abs_rms_delta,IT,2.1382465173368123e-10,5.777297458395127e-10,0.6369170942154804,True
23,1.216601642514984e-10,4.136445584550946e-10,0.6434674525863636,0.4140503625379841,True,53.14697263780204,abs_rms_delta,IT,1.1047325486430823e-10,3.650780645365662e-10,0.6445723477517242,True
24,7.6132571937655e-11,3.606761574092287e-10,0.6487952752987011,0.4209353092499173,True,51.45224804252658,abs_rms_delta,IT,4.551397251840641e-11,2.579125109376363e-10,0.654524177348841,True
25,5.880658346453429e-11,3.606761574092287e-10,0.651686040183462,0.42469469497000084,True,51.065362010605824,abs_rms_delta,IT,2.019921961842992e-11,1.3735469340532347e-10,0.6633277189155213,True
26,2.8214684421658417e-11,3.270838964631509e-10,0.6597413614834947,0.43525866405209523,True,50.66764867228986,abs_rms_delta,IT,1.7489159435328912e-11,1.3735469340532347e-10,0.6648587696227701,True
27,2.512451311672376e-11,3.270838964631509e-10,0.6609916878427478,0.4369100113972045,True,48.36044090694112,abs_rms_delta,IT,1.6268560201229344e-11,1.3735469340532347e-10,0.6656242949763944,True
28,9.547310049067819e-11,3.606761574092287e-10,0.6462354390172813,0.4176202426418583,True,44.94641794541583,abs_rms_delta,IT,8.728972248841528e-11,3.297611738451244e-10,0.6472516864894095,True
29,8.762429969201998e-11,3.606761574092287e-10,0.6472083794854039,0.4188786864761226,True,44.729920388107,abs_rms_delta,IT,8.438536017108046e-11,3.297611738451244e-10,0.6476344491662217,True
30,7.007922412211043e-11,3.606761574092287e-10,0.6497261460819287,0.42214406490247575,True,46.30698788618828,abs_rms_delta,IT,6.649837852301667e-11,3.229921242546524e-10,0.650313787903907,True
31,2.8860343805572133e-11,3.270838964631509e-10,0.6594967921848057,0.4349360189020488,True,37.12508909268429,abs_rms_delta,IT,1.6868267733138976e-11,1.3735469340532347e-10,0.6652415322995824,True
32,5.1068083128648276e-11,3.606761574092287e-10,0.6532525569136476,0.42673890311421836,True,35.54305504629972,abs_rms_delta,IT,1.3564281139724862e-11,1.3735469340532347e-10,0.6675381083604555,True
33,1.264962769465286e-05,1.264962769465286e-05,0.46693113413903503,0.21802468402836553,True,25.801120832286287,abs_rms_delta,IT,2.4456304147698106e-06,2.4456304147698106e-06,0.4991225305630928,True
0,9.715084430176193e-08,9.715084430176193e-08,-0.5540963810282657,0.30702279946862104,True,-2.934606856744119,signed_rms_delta,IT,2.029125109001655e-07,2.029125109001655e-07,-0.5423747130428701,True
1,8.970127368386703e-08,9.241949409852967e-08,-0.5553395788671415,0.308402047856334,True,-3.3704841143178292,signed_rms_delta,IT,1.7189649631338686e-07,1.7710548105015615e-07,-0.5450540517805554,True
2,3.154911198602119e-08,3.698861405257657e-08,-0.5711697088454554,0.32623483630260225,True,-4.840444817695047,signed_rms_delta,IT,4.7852416156030534e-08,5.084319216578244e-08,-0.5649577109747891,True
3,3.827036622029769e-08,4.2817389978616426e-08,-0.5683056458234601,0.3229713070748201,True,-6.25810160040628,signed_rms_delta,IT,4.002471488693822e-08,4.3898074392125794e-08,-0.5676370497124744,True
4,3.903938498050321e-08,4.2817389978616426e-08,-0.568009054178819,0.3226342856291165,True,-12.774142053639373,signed_rms_delta,IT,2.3814569044686795e-08,2.792052922480521e-08,-0.5752923032487183,True
5,2.8741010684211466e-08,3.489979868797106e-08,-0.5725424393090471,0.3278048448099539,True,-18.218042229582633,signed_rms_delta,IT,1.1253965778991568e-08,1.4171660610581975e-08,-0.5860096581994594,True
6,5.133561364456314e-08,5.454408949734833e-08,-0.5638972329547657,0.31798008933404126,True,-20.753999578369186,signed_rms_delta,IT,3.092455326947815e-08,3.504782703874191e-08,-0.5714646764805963,True
7,2.857915318821295e-08,3.489979868797106e-08,-0.5726254012251013,0.32789985012820827,True,-25.48654102935006,signed_rms_delta,IT,8.793188216264988e-09,1.1958735974120384e-08,-0.5894545222907692,True
8,1.427301400520433e-08,1.9411299047077886e-08,-0.5826533926674102,0.33948497598684335,True,-26.90125507915501,signed_rms_delta,IT,9.815830746843533e-09,1.2836086361256929e-08,-0.5879234715835204,True
9,1.8087246882330634e-08,2.3652553615355447e-08,-0.57927045355083,0.33555425835698427,True,-32.925081733438596,signed_rms_delta,IT,1.8770699154842443e-08,2.279299183088011e-08,-0.5787371673400279,True
10,4.446572825038399e-09,7.1992131453002656e-09,-0.5987693035272416,0.3585246788464979,True,-35.52098812096345,signed_rms_delta,IT,3.1820522818812726e-09,4.917717162907421e-09,-0.6032339786560079,True
11,2.821986544696665e-09,5.330419028871479e-09,-0.6048196731355352,0.36580683701177563,True,-39.862418130928944,signed_rms_delta,IT,1.6689525688415098e-09,2.8372193670305665e-09,-0.6116547575458762,True
12,6.531559369301917e-09,9.655348632881094e-09,-0.5935528592854727,0.3523049967659602,True,-43.14612293485088,signed_rms_delta,IT,5.173202342359927e-09,7.328703318343229e-09,-0.5967270131502008,True
13,7.92663304049199e-09,1.1229396807363654e-08,-0.5908910664380249,0.34915225239626635,True,-47.057175307574965,signed_rms_delta,IT,3.371187438249117e-09,4.983494473933478e-09,-0.6024684533023835,True
14,4.889002630237874e-09,7.555731337640351e-09,-0.5974910938909399,0.356995607278992,True,-54.220807214742834,signed_rms_delta,IT,1.935806703725463e-09,3.1341632346031306e-09,-0.6097409441618151,True
15,4.202278210731231e-09,7.143872958243092e-09,-0.5995281030867236,0.35943394639076504,True,-54.19826782490732,signed_rms_delta,IT,1.164318453852783e-09,2.083517233210243e-09,-0.6162479096676223,True
16,3.5681677254146497e-09,6.385142245478846e-09,-0.6017135673845504,0.36205921717464185,True,-53.56666791908672,signed_rms_delta,IT,5.743804493126767e-10,1.0849408487017225e-09,-0.6250514512343026,True
17,1.8422309291531558e-09,3.6844618583063116e-09,-0.61038164720431,0.3725657552438467,True,-58.4644597621316,signed_rms_delta,IT,1.8764441605193412e-10,3.9874438411036e-10,-0.6384481449227292,True
18,8.769369055731033e-10,1.9877236526323676e-09,-0.6198124566364734,0.3841674814017403,True,-59.570808684882564,signed_rms_delta,IT,9.98942010354784e-11,2.2642685568041772e-10,-0.6457206357821608,True
19,6.004271033897291e-10,1.556603385423502e-09,-0.6245069022163356,0.3900088709158438,True,-59.53544308471206,signed_rms_delta,IT,8.438536017108046e-11,2.0493587470119537e-10,-0.6476344491662217,True
20,3.463066764156087e-10,1.070402454375518e-09,-0.631190293545123,0.39840118666557855,True,-58.989029316697305,signed_rms_delta,IT,4.3958873995351993e-11,1.358728832583607e-10,-0.6549069400256533,True
21,6.409543351743832e-10,1.556603385423502e-09,-0.6237029738579899,0.3890053995993004,True,-58.847417951191005,signed_rms_delta,IT,8.438536017108046e-11,2.0493587470119537e-10,-0.6476344491662217,True
22,6.095253590565272e-10,1.556603385423502e-09,-0.6243220001162708,0.38977795982918084,True,-59.45775806033153,signed_rms_delta,IT,6.881028719166864e-11,1.9496248037639448e-10,-0.6499310252270949,True
23,2.33678267878414e-10,7.945061107866074e-10,-0.6358713896165703,0.40433242413290815,True,-65.68223748712634,signed_rms_delta,IT,3.82328960755322e-11,1.2999184665680948e-10,-0.6564379907329021,True
24,1.3215361393768557e-10,4.992469859868122e-10,-0.6425161934641569,0.4128270588636699,True,-64.24802838669646,signed_rms_delta,IT,1.5689344029384873e-11,5.927085522212063e-11,-0.6660070576532067,True
25,9.561360814790378e-11,4.3098362054169457e-10,-0.6462187296411868,0.41759864653906925,True,-62.941662039186305,signed_rms_delta,IT,6.714719916238559e-12,4.101145247371672e-11,-0.674810599219887,True
26,4.122261475272943e-11,3.150723254736508e-10,-0.6556130893505704,0.429828522927799,True,-62.74218717020323,signed_rms_delta,IT,3.518828953170554e-12,2.991004610194971e-11,-0.6813175647256942,True
27,3.4665476228041314e-11,3.150723254736508e-10,-0.6575073703419289,0.4323159420539584,True,-60.661918496654735,signed_rms_delta,IT,2.9005941868285013e-12,2.991004610194971e-11,-0.6832313781097552,True
28,1.0140791071569285e-10,4.3098362054169457e-10,-0.6455493824155124,0.4167340051370495,True,-56.97422788558285,signed_rms_delta,IT,1.2608216615846723e-11,5.358492061734857e-11,-0.6683036337140799,True
29,8.179128024723278e-11,4.3098362054169457e-10,-0.6479871479697121,0.4198873439339216,True,-57.01396931009695,signed_rms_delta,IT,1.1717021996379173e-11,5.358492061734857e-11,-0.6690691590677043,True
30,4.6334165510831e-11,3.150723254736508e-10,-0.6543273222593144,0.42814424465504475,True,-59.35015732374718,signed_rms_delta,IT,7.2373151424205975e-12,4.101145247371672e-11,-0.6740450738662627,True
31,1.4296297821529503e-11,2.4303706296600157e-10,-0.6669862211158859,0.44487061915844944,True,-45.63579511284319,signed_rms_delta,IT,2.482559023136758e-12,2.991004610194971e-11,-0.6847624288170039,True
32,6.430722839110842e-12,2.1864457652976864e-10,-0.6752509694972955,0.45596387180703746,True,-43.68004380595491,signed_rms_delta,IT,9.562958278051188e-13,2.991004610194971e-11,-0.6939487330604964,True
33,1.5414078350373757e-09,3.2754916494544234e-09,-0.6126752783151029,0.37537099665848883,True,-49.64276993302772,signed_rms_delta,IT,5.22952543462995e-10,1.04590508692599e-09,-0.6261997392647393,True
