F,deg_slope,df_den,df_num,layer,p,partial_eta2,q_bh,significant_q05,test
4.865252623744519,,150,4,26,0.001022047661484977,0.11484063760822906,0.004343702561311152,True,model_by_deg_interaction
2.159559522509747,,75,4,26,0.08173615233571412,0.10328096678387311,0.268783170895122,False,PT_deg_categorical
4.265035878462808,-86.87888357971525,78,1,26,0.04222658964616987,0.05184506191383556,0.23390835970373683,False,PT_deg_linear_trend
9.257775853335419,,75,4,26,3.904396490007809e-06,0.3305430571072254,7.509386961032237e-06,True,IT_deg_categorical
9.822902806145471,55.872462809815154,78,1,26,0.0024289952732421773,0.11184898804618089,0.0035906886647927836,True,IT_deg_linear_trend
3.8237022069680573,,154,4,27,0.005423223383454978,0.09034422811760862,0.02304869937968366,True,deg_categorical_controlling_model
13.183731818517625,55.32428009998116,157,1,27,0.00038176953895954356,0.07746763852009449,0.0026984731176364074,True,deg_linear_trend_controlling_model
1.6681241212456424,,150,4,27,0.1603364586133334,0.04258881829729537,0.24779270876606072,False,model_by_deg_interaction
0.8547483637212537,,75,4,27,0.49519326171675626,0.04359904793794612,0.8861353104405113,False,PT_deg_categorical
2.527714934053681,36.23955004944278,78,1,27,0.11590740622975088,0.03138937862726758,0.394085181181153,False,PT_deg_linear_trend
5.4522972054573176,,75,4,27,0.0006580603628242966,0.2252801525066758,0.0007990732977152173,True,IT_deg_categorical
13.647144353712767,74.40901015051946,78,1,27,0.00040756033521702835,0.1489096517949487,0.0009897893855270689,True,IT_deg_linear_trend
0.9538527887498076,,154,4,28,0.43470772801909296,0.024176416783858356,0.5278593840231843,False,deg_categorical_controlling_model
0.2843423985569497,-14.015769855353524,157,1,28,0.5946231169034947,0.00180782393352562,0.673906199157294,False,deg_linear_trend_controlling_model
4.752349818893072,,150,4,28,0.0012254683917534573,0.11247539697231387,0.004629547257735283,True,model_by_deg_interaction
1.9912593106315084,,75,4,28,0.10447329446466616,0.09600474497760283,0.2732378470614346,False,PT_deg_categorical
3.714269870051884,-91.29477702763245,78,1,28,0.05759043332543568,0.045454360370087044,0.24475934163310165,False,PT_deg_linear_trend
9.60439800852579,,75,4,28,2.5181043535954532e-06,0.338726923620028,7.188507491072486e-06,True,IT_deg_categorical
10.420801141086018,63.26323731692544,78,1,28,0.0018234940531179488,0.11785463382601995,0.0028181271730004665,True,IT_deg_linear_trend
4.961870303890524,,154,4,29,0.0008648604942687072,0.11416605565284102,0.005881051361027209,True,deg_categorical_controlling_model
13.068893174791091,57.330750264380576,157,1,29,0.00040397305353642135,0.07684470058471729,0.0026984731176364074,True,deg_linear_trend_controlling_model
2.721708282689134,,150,4,29,0.03172182891661605,0.06766764513233067,0.06252635591522644,False,model_by_deg_interaction
1.2200536520363738,,75,4,29,0.3094984569479866,0.06109415995043976,0.7015298357487697,False,PT_deg_categorical
4.030142188742072,49.90499687719196,78,1,29,0.04815760346841641,0.04913001588451683,0.23390835970373683,False,PT_deg_linear_trend
9.594101524875736,,75,4,29,2.5509575147039717e-06,0.3384867047719128,7.188507491072486e-06,True,IT_deg_categorical
10.668591002695969,64.75650365156915,78,1,29,0.00162064086665526,0.12031984361149475,0.0027975131933417794,True,IT_deg_linear_trend
0.915736906991449,,154,4,30,0.4564042766424887,0.023232773984469598,0.5350946691670557,False,deg_categorical_controlling_model
0.13119361943682803,-9.953214358939901,157,1,30,0.7176847277113575,0.0008349304578858595,0.7625400231933174,False,deg_linear_trend_controlling_model
4.956320472148214,,150,4,30,0.0008829086323037978,0.11673928444646095,0.00431059655960761,True,model_by_deg_interaction
1.9268885413340162,,75,4,30,0.114696005708678,0.09319044968889206,0.27854744243536084,False,PT_deg_categorical
3.313077461768822,-89.50043288469668,78,1,30,0.07256669889625739,0.04074470632754664,0.27414086249697234,False,PT_deg_linear_trend
10.100520035270973,,75,4,30,1.354839490535263e-06,0.35009836990538346,7.188507491072486e-06,True,IT_deg_categorical
10.533836534467829,69.59400416681692,78,1,30,0.0017278757958875696,0.11898091110472565,0.0027975131933417794,True,IT_deg_linear_trend
2.99264928214419,,154,4,31,0.020567289052973572,0.07212480605406985,0.06357162070919103,False,deg_categorical_controlling_model
3.5239831063648484,41.54930162698098,157,1,31,0.062342072485976625,0.021953000655545785,0.14933020508145506,False,deg_linear_trend_controlling_model
6.011557667782817,,150,4,31,0.0001630994915334812,0.1381600197741012,0.0013863456780345903,True,model_by_deg_interaction
2.8496299340878783,,75,4,31,0.029521281861322246,0.13192957207061584,0.14338908332642233,False,PT_deg_categorical
0.050179633812957036,8.434619364175429,78,1,31,0.8233367026279057,0.0006429150329747374,0.8826130115451122,False,PT_deg_linear_trend
10.668759965534417,,75,4,31,6.737055608588968e-07,0.3626515861998743,7.188507491072486e-06,True,IT_deg_categorical
10.59390087687494,74.66398388978648,78,1,31,0.0016791967796625262,0.1195782189520926,0.0027975131933417794,True,IT_deg_linear_trend
2.738008363121109,,154,4,32,0.030815477034145458,0.0663952618422206,0.07483758708292468,False,deg_categorical_controlling_model
0.7857410563068279,19.31842478297762,157,1,32,0.37674681303658875,0.004979797610649946,0.533724651801834,False,deg_linear_trend_controlling_model
6.500074886381474,,150,4,32,7.505738168609252e-05,0.1477287232616352,0.0012759754886635729,True,model_by_deg_interaction
